id,first_name,last_name,email,birth_date,country,gpa,major
322,Donella,Van den Velde,dvandenvelde8x@angelfire.com,3/12/1971,Bosnia and Herzegovina,2.25,8
323,Jeanelle,Field,jfield8y@howstuffworks.com,6/29/1948,Mexico,2.7,3
324,Lethia,Knoles,lknoles8z@cbsnews.com,6/13/1964,Indonesia,3.9,12
325,Briant,Hlavecek,bhlavecek90@multiply.com,1/14/1971,Russia,2.11,12
326,Dal,Benettini,dbenettini91@furl.net,5/3/1965,China,1.75,1
327,Jabez,Blaza,jblaza92@mail.ru,4/14/1941,Poland,3.36,6
328,Dex,Esche,desche93@squarespace.com,9/15/1955,Japan,1.75,3
329,Lark,Insko,linsko94@artisteer.com,9/2/1950,Honduras,2.25,10
330,Lucius,Paddle,lpaddle95@wikia.com,3/28/1975,Russia,2.16,5
331,Sherri,Camilio,scamilio96@purevolume.com,6/27/1931,Russia,2.39,7
332,Chicky,Challin,cchallin97@simplemachines.org,5/7/1975,Indonesia,1.65,10
333,Shamus,Rubinfajn,srubinfajn98@eepurl.com,8/24/1961,Finland,3.7,11
334,Brandy,Tapner,btapner99@upenn.edu,9/4/1954,Poland,3.79,10
335,Dorthea,McQuillin,dmcquillin9a@jiathis.com,6/16/1955,Russia,2.29,8
336,Hedvige,Sargison,hsargison9b@spotify.com,10/8/1988,Portugal,2.14,9
337,Nikki,Aslet,naslet9c@mediafire.com,5/6/1972,China,3.44,11
338,Julie,Gariff,jgariff9d@fastcompany.com,1/17/1935,Bulgaria,3.14,2
339,Letti,Ballance,lballance9e@nsw.gov.au,10/10/1992,China,2.64,3
340,Maren,Gatherer,mgatherer9f@soup.io,4/21/1984,Sierra Leone,1.88,6
341,Bendicty,Sayton,bsayton9g@google.it,1/31/1956,China,2.96,12
342,Kalli,Sowley,ksowley9h@slashdot.org,7/19/1936,Morocco,3.23,6
343,Lizbeth,McCraw,lmccraw9i@google.pl,4/21/1938,China,1.54,2
344,Malchy,Ferrulli,mferrulli9j@google.de,12/12/1989,China,3.44,5
345,Fair,Brosch,fbrosch9k@about.me,2/5/1997,China,1.79,5
346,Felicle,Fairlamb,ffairlamb9l@nhs.uk,12/22/1998,Chad,1.53,9
347,Kris,Sothern,ksothern9m@fc2.com,1/8/1943,Thailand,1.71,4
348,Lewie,Grover,lgrover9n@nps.gov,12/8/1961,Poland,1.95,7
349,Emlyn,Swiers,eswiers9o@huffingtonpost.com,7/23/1952,Philippines,2.39,7
350,Peggie,Carrell,pcarrell9p@cbc.ca,7/20/1926,Sweden,3.5,12
351,Kattie,Saxton,ksaxton9q@sciencedaily.com,1/14/1954,Guinea-Bissau,2.05,8
352,Alameda,Jack,ajack9r@ning.com,11/2/1923,Indonesia,3.27,12
353,Jordanna,O'Loughnan,joloughnan9s@earthlink.net,3/25/1975,Russia,1.67,2
354,Domini,Kivelle,dkivelle9t@xrea.com,9/2/1938,China,2.48,9
355,Mellisent,Hogsden,mhogsden9u@webeden.co.uk,2/15/1991,Russia,3.27,11
356,Murray,Durdan,mdurdan9v@columbia.edu,2/10/1946,Poland,2.5,4
357,Genny,Sockell,gsockell9w@tumblr.com,9/13/1967,Poland,1.59,10
358,Cale,Marriage,cmarriage9x@eventbrite.com,4/4/1982,Colombia,3.23,5
359,Karissa,Parzizek,kparzizek9y@slideshare.net,3/18/1965,Russia,2.28,9
360,Lyndsey,Python,lpython9z@diigo.com,6/12/1983,China,3.58,3
361,Hallsy,Derisley,hderisleya0@domainmarket.com,9/17/1943,Philippines,3.91,3
362,Tatiania,Renac,trenaca1@hao123.com,5/4/1939,Philippines,2.94,1
363,Had,Emanson,hemansona2@bbb.org,11/7/1990,Kenya,3.84,10
364,Kienan,Snowman,ksnowmana3@360.cn,2/5/1927,Poland,2.7,9
365,Jammal,Yetton,jyettona4@zdnet.com,10/2/1930,China,3.66,5
366,Ava,Punt,apunta5@epa.gov,8/17/1956,Sweden,1.84,4
367,Odille,Filippo,ofilippoa6@unicef.org,7/10/1933,Mexico,1.97,1
368,Rickie,Petyakov,rpetyakova7@xing.com,6/2/1948,Indonesia,3.07,4
369,Nicky,Zanicchi,nzanicchia8@shinystat.com,8/27/1960,Indonesia,3.26,8
370,Thain,Doram,tdorama9@va.gov,3/23/1936,Sweden,2.67,12
371,Gasparo,Corbett,gcorbettaa@cmu.edu,7/30/1926,Cuba,3.75,4
372,Bren,Vellender,bvellenderab@storify.com,7/29/1962,Brazil,1.67,2
373,Chelsae,Bohler,cbohlerac@wikispaces.com,3/14/1996,France,1.72,9
374,Wendie,Eadmead,weadmeadad@stanford.edu,8/7/1971,Comoros,1.84,6
375,Janeva,Everil,jeverilae@bloglines.com,5/14/1942,Indonesia,3.83,3
376,Conan,Gregoli,cgregoliaf@alexa.com,5/10/1994,Indonesia,3.29,7
377,Linnie,Melpuss,lmelpussag@redcross.org,3/13/1952,China,3.23,4
378,Cyb,Durbridge,cdurbridgeah@dyndns.org,3/7/1984,Indonesia,1.91,9
379,Corney,Coetzee,ccoetzeeai@spotify.com,10/31/1954,China,2.97,3
380,Ricoriki,Dregan,rdreganaj@de.vu,8/29/1953,Mexico,1.67,8
381,Rand,Risbie,rrisbieak@deliciousdays.com,7/23/1924,Argentina,1.64,5
382,Atlanta,Poulsom,apoulsomal@fotki.com,11/24/1968,Argentina,2.92,2
383,Cherri,McCrea,cmccreaam@weebly.com,4/19/1966,Philippines,2.47,4
384,Jedidiah,Beazer,jbeazeran@biblegateway.com,4/15/1962,China,1.56,4
385,Gothart,Barreau,gbarreauao@shareasale.com,12/13/1949,China,2.35,3
386,Sol,Woollard,swoollardap@utexas.edu,10/9/1924,Cameroon,3.88,3
387,Umberto,Teggart,uteggartaq@reference.com,12/9/1965,China,2.52,6
388,Lorianne,Annett,lannettar@mapy.cz,12/9/1946,Sweden,2.64,4
389,Xerxes,Wildgoose,xwildgooseas@nih.gov,5/15/1989,New Zealand,3.82,2
390,Mallorie,Saunton,msauntonat@nationalgeographic.com,4/22/1928,Poland,2.58,10
391,Aleksandr,Sargerson,asargersonau@gmpg.org,10/4/1930,Democratic Republic of the Congo,1.99,4
392,Delmer,Ianilli,dianilliav@shutterfly.com,10/15/1987,Japan,1.93,1
393,Lindsey,Tingly,ltinglyaw@freewebs.com,4/18/1981,Egypt,3.62,4
394,Concordia,Wipper,cwipperax@businesswire.com,1/4/1977,Germany,2.44,5
395,Tomkin,Hagergham,thagerghamay@bluehost.com,6/29/1992,Philippines,3.92,12
396,Alla,Ranson,aransonaz@cbsnews.com,4/20/1988,Sweden,2.42,10
397,Bertha,Wontner,bwontnerb0@bloomberg.com,3/24/1932,Indonesia,3.25,12
398,Alexandrina,Ellingham,aellinghamb1@naver.com,4/6/1930,Brazil,2.21,2
399,Jackqueline,MacGorrie,jmacgorrieb2@exblog.jp,4/2/1985,Bulgaria,1.86,11
400,Carlynn,Snowsill,csnowsillb3@mayoclinic.com,3/26/1986,Malta,3.71,5
401,Anabelle,Jancik,ajancikb4@redcross.org,6/4/1972,Poland,3.13,12
402,Gideon,Marden,gmardenb5@icq.com,4/5/1934,Japan,3.1,4
403,Lyndsay,Fredi,lfredib6@phpbb.com,3/24/1936,Portugal,3.27,1
404,Dulcy,Treslove,dtresloveb7@walmart.com,6/11/1983,Peru,3.44,3
405,Felix,Sach,fsachb8@ihg.com,2/15/1995,Portugal,3.91,4
406,Brennen,Dronsfield,bdronsfieldb9@ucla.edu,8/8/1948,Brazil,1.95,3
407,Harwell,Minker,hminkerba@creativecommons.org,8/6/1958,Ivory Coast,3.64,10
408,Staford,Corbould,scorbouldbb@shutterfly.com,2/19/1974,Philippines,3.17,8
409,Bertram,Scotchmor,bscotchmorbc@plala.or.jp,5/9/1984,Argentina,1.85,6
410,Fonsie,Connue,fconnuebd@simplemachines.org,12/12/1939,Indonesia,2.66,6
411,Winifield,Grubb,wgrubbbe@clickbank.net,12/16/1957,Russia,2.44,10
412,Christophe,Nibley,cnibleybf@vinaora.com,1/5/1937,Philippines,3.98,11
413,Shannen,Scruton,sscrutonbg@privacy.gov.au,4/21/1928,Russia,1.56,11
414,Amelie,Hainey`,ahaineybh@sbwire.com,7/2/1995,China,2.37,7
415,Kimmie,Pink,kpinkbi@gmpg.org,8/8/1989,Canada,2.48,3
416,Karmen,Mossdale,kmossdalebj@icq.com,3/15/1958,Colombia,1.67,12
417,Marie,McLeman,mmclemanbk@samsung.com,2/13/1956,Mexico,2.19,11
418,Adrianne,Rounsivall,arounsivallbl@newyorker.com,10/26/1956,Libya,3.95,2
419,Norris,Benedicte,nbenedictebm@opensource.org,4/11/1994,Russia,2.4,7
420,Harvey,Benedyktowicz,hbenedyktowiczbn@dyndns.org,1/9/1974,China,2.61,2
421,Angil,Reubens,areubensbo@mapquest.com,10/3/1937,France,2.11,11
422,Vannie,Avrasin,vavrasinbp@github.io,8/8/1931,Czech Republic,2.64,11
423,Minnnie,Portsmouth,mportsmouthbq@netvibes.com,11/10/1997,Philippines,2.88,2
424,Hesther,Wolfers,hwolfersbr@wp.com,4/2/1941,Russia,3.75,12
425,Natal,Jedrys,njedrysbs@over-blog.com,10/6/1963,Philippines,3.05,9
426,Micheil,Goodbourn,mgoodbournbt@hugedomains.com,4/5/1926,Russia,2.98,3
427,Whitman,Heathwood,wheathwoodbu@devhub.com,10/5/1944,Portugal,3.75,5
428,Halsey,Klehn,hklehnbv@state.tx.us,2/15/1926,Vietnam,1.55,9
429,Phoebe,McKinless,pmckinlessbw@amazon.co.uk,2/19/1933,France,1.88,2
430,Quint,Richardin,qrichardinbx@barnesandnoble.com,2/15/1976,Brazil,1.82,11
431,Savina,Papes,spapesby@phpbb.com,11/6/1939,China,1.6,4
432,Collen,Laverack,claverackbz@chicagotribune.com,12/22/1987,Kenya,2.63,9
433,Agnese,Isenor,aisenorc0@amazon.com,2/26/1930,Indonesia,2.83,11
434,Laird,Harm,lharmc1@google.co.jp,6/10/1937,Malawi,3.12,6
435,Bibbie,Ropert,bropertc2@soup.io,8/23/1975,China,2.45,1
436,Lanny,Belitz,lbelitzc3@indiegogo.com,2/26/1994,Venezuela,3.46,3
437,Wyndham,Rouse,wrousec4@odnoklassniki.ru,7/17/1921,New Zealand,3.34,9
438,Fedora,Farndon,ffarndonc5@craigslist.org,8/28/1953,Venezuela,2.95,9
439,Doll,Hubbis,dhubbisc6@soundcloud.com,11/19/1923,India,2.7,2
440,Brod,Gherarducci,bgherarduccic7@mozilla.com,3/29/1949,Nepal,3.38,11
441,Alfy,MacAloren,amacalorenc8@discovery.com,7/14/1922,Nigeria,1.55,12
442,Kevyn,Mitchener,kmitchenerc9@fotki.com,10/21/1930,Brazil,1.58,12
443,Hakeem,Akeherst,hakeherstca@4shared.com,3/3/1990,Philippines,1.63,3
444,Brinna,Paine,bpainecb@mit.edu,11/2/1972,Indonesia,2.97,10
445,Delcina,Conisbee,dconisbeecc@google.de,11/6/1981,China,2.89,11
446,Mela,Remirez,mremirezcd@marketwatch.com,3/24/1963,Indonesia,2.11,8
447,Booth,Waghorn,bwaghornce@blog.com,10/12/1940,China,3.74,12
448,Barr,Dagnall,bdagnallcf@seesaa.net,3/10/1990,Brazil,1.94,4
449,Domini,Boundley,dboundleycg@fema.gov,4/8/1926,Indonesia,3.18,6
450,Jackson,Fintoph,jfintophch@feedburner.com,3/31/1942,Indonesia,1.53,9
451,Renault,Keggin,rkegginci@ucla.edu,9/16/1986,Mauritius,2.73,3
452,Suellen,Ford,sfordcj@google.com.hk,6/29/1921,Sweden,2.55,5
453,Gwennie,Pert,gpertck@cam.ac.uk,6/30/1986,Uganda,1.96,8
454,Gloriana,Jinkins,gjinkinscl@earthlink.net,4/20/1991,Indonesia,1.8,11
455,Flory,Cornelissen,fcornelissencm@devhub.com,2/25/1962,Brazil,3.18,12
456,Norrie,Hriinchenko,nhriinchenkocn@sohu.com,12/21/1962,China,3.68,2
457,Eachelle,Wheldon,ewheldonco@about.com,10/15/1935,China,2.75,8
458,Vittorio,Maybery,vmayberycp@fema.gov,2/14/1993,China,2.27,4
459,Wallie,Adnett,wadnettcq@mozilla.com,6/29/1946,Yemen,3.68,11
460,Willdon,Copello,wcopellocr@wordpress.org,2/12/1926,Russia,1.54,2
461,Ezra,Artharg,earthargcs@hexun.com,9/22/1920,New Zealand,2.82,6
462,Matti,Lawry,mlawryct@addtoany.com,8/26/1966,Poland,3.85,9
463,Leeann,Happel,lhappelcu@marriott.com,6/17/1934,China,2.59,5
464,Petronille,Meffin,pmeffincv@surveymonkey.com,3/17/1963,Japan,2.09,9
465,Antonetta,Debow,adebowcw@ucoz.ru,5/26/1944,China,3.9,3
466,Merill,Kingswoode,mkingswoodecx@google.de,5/19/1922,China,1.95,7
467,Catie,Garn,cgarncy@vinaora.com,12/7/1927,Mexico,3.91,5
468,Kial,Kinchin,kkinchincz@ted.com,8/31/1992,Ukraine,2.03,5
469,Teador,Pietrzyk,tpietrzykd0@rediff.com,7/8/1920,Greece,2.41,10
470,Amandie,Gosker,agoskerd1@weibo.com,5/16/1937,Sweden,2.97,10
471,Hinze,Larderot,hlarderotd2@ebay.co.uk,11/15/1988,Nigeria,3.63,2
472,Issiah,Coltman,icoltmand3@canalblog.com,11/23/1926,Uruguay,1.61,12
473,Delmar,Tanzig,dtanzigd4@bigcartel.com,7/12/1967,Portugal,2.68,5
474,Caril,Easom,ceasomd5@symantec.com,1/5/1920,Hungary,3.87,6
475,Cordie,Raddan,craddand6@samsung.com,7/28/1979,Taiwan,3.25,4
476,Hamil,Edgcumbe,hedgcumbed7@privacy.gov.au,7/2/1939,China,2.65,3
477,Paulie,Gut,pgutd8@dion.ne.jp,7/3/1961,China,2.91,1
478,Chet,Fearns,cfearnsd9@macromedia.com,2/25/1954,Netherlands,3.13,9
479,Jobie,Aukland,jauklandda@vimeo.com,11/29/1936,Portugal,2.81,5
480,Kattie,Bulluck,kbulluckdb@yolasite.com,1/5/1986,Portugal,2.97,6
481,Mariya,O'Kieran,mokierandc@networkadvertising.org,9/30/1925,Albania,2.24,2
482,Albrecht,Keets,akeetsdd@tuttocitta.it,2/11/1972,Canada,3.09,10
483,Freemon,Bridle,fbridlede@gizmodo.com,8/5/1969,Indonesia,1.72,9
484,Kenna,Scholl,kscholldf@house.gov,9/12/1953,China,2.77,11
485,Stefa,Barrowcliff,sbarrowcliffdg@hc360.com,10/24/1999,China,3.26,7
486,Candis,Harbertson,charbertsondh@whitehouse.gov,8/27/1927,Portugal,3.75,10
487,Prudi,Uden,pudendi@yahoo.co.jp,1/16/1981,Philippines,3.92,8
488,Ward,June,wjunedj@tamu.edu,12/15/1962,Croatia,3.34,6
489,Nicolai,Lonnon,nlonnondk@xing.com,11/3/1974,Croatia,1.63,8
490,Silvia,Castle,scastledl@hud.gov,6/26/1985,Brazil,3.54,8
491,Tuesday,Begg,tbeggdm@twitpic.com,8/13/1949,United States,2.83,11
492,Judith,Heinke,jheinkedn@symantec.com,9/6/1999,China,2.56,6
493,Fee,Emptage,femptagedo@about.me,12/31/1923,Brazil,3.35,6
494,Pandora,Kilduff,pkilduffdp@ocn.ne.jp,8/15/1941,Serbia,1.78,5
495,Dyna,McKeeman,dmckeemandq@netscape.com,6/29/1920,Portugal,3.3,9
496,Dar,Salan,dsalandr@yandex.ru,5/3/1939,United Kingdom,1.79,10
497,Marlowe,Audiss,maudissds@symantec.com,11/27/1984,Albania,2.39,6
498,Simone,Heinonen,sheinonendt@wikispaces.com,7/22/1959,Poland,2.87,6
499,Crissy,Donke,cdonkedu@sciencedaily.com,2/15/1955,Philippines,1.74,6
500,Felicle,Leek,fleekdv@xrea.com,1/10/1976,Iran,2.58,6
501,Berton,Huddart,bhuddartdw@google.com,9/17/1960,Belarus,2.01,8
502,Bradney,Mallindine,bmallindinedx@tuttocitta.it,11/26/1965,Portugal,3.16,8
503,Carla,Laidlow,claidlowdy@squidoo.com,3/29/1945,China,3.81,5
504,Coralyn,Revans,crevansdz@networksolutions.com,12/26/1969,Japan,1.95,3
505,Eddie,Berre,eberree0@mtv.com,5/5/1959,Central African Republic,2.29,10
506,Penny,Pennetti,ppennettie1@ed.gov,4/23/1951,Bangladesh,1.99,7
507,Merrilee,Tipton,mtiptone2@opera.com,3/8/1980,Guatemala,2.61,3
508,Cairistiona,Jewson,cjewsone3@fda.gov,1/30/1972,Palestinian Territory,3.88,5
509,Aloysia,O'Flaverty,aoflavertye4@jalbum.net,5/5/1965,Mongolia,2.82,2
510,Alexina,Martinho,amartinhoe5@surveymonkey.com,9/20/1994,Malaysia,2.23,10
511,Allie,Chasney,achasneye6@google.cn,1/28/1940,New Zealand,2.67,9
512,Joyan,Grigore,jgrigoree7@networksolutions.com,4/23/1958,Thailand,2.98,6
513,Cherey,Darrigrand,cdarrigrande8@unc.edu,6/19/1977,Canada,2.91,8
514,Angeline,Tamburo,atamburoe9@ask.com,9/8/1957,China,3.59,2
515,Salvidor,Overall,soverallea@amazon.com,6/15/1928,Brazil,2.71,2
516,Benni,Vasin,bvasineb@smh.com.au,9/23/1993,Cameroon,2.88,2
517,Geraldine,St Angel,gstangelec@oakley.com,8/16/1931,Philippines,3.36,2
518,Adeline,Fischer,afischered@mail.ru,3/26/1936,Ecuador,3.52,2
519,Barclay,Wheble,bwhebleee@tripadvisor.com,3/1/1929,Slovenia,1.94,2
520,Ibby,Chorlton,ichorltonef@cdc.gov,8/31/1977,Japan,2.87,9
521,Archy,Driscoll,adriscolleg@dedecms.com,2/4/1984,Guatemala,2.53,10
522,Pietrek,Volcker,pvolckereh@slideshare.net,1/28/1946,Czech Republic,2.99,2
523,Anatollo,Shorrock,ashorrockei@psu.edu,6/30/1965,Mexico,1.76,10
524,Aigneis,Pedrol,apedrolej@go.com,5/8/1990,Indonesia,2.76,10
525,Morley,Musla,mmuslaek@icq.com,4/2/1959,Philippines,2.24,6
526,Charity,Gauford,cgaufordel@feedburner.com,12/18/1986,Russia,1.73,8
527,Thurston,Gagin,tgaginem@google.es,9/27/1936,Mali,3.01,2
528,Marieann,Culshaw,mculshawen@google.pl,8/18/1939,Canada,1.7,4
529,Kathrine,Glancy,kglancyeo@uol.com.br,12/15/1920,Venezuela,2.7,2
530,Rozele,Samett,rsamettep@furl.net,6/27/1971,Philippines,2.38,5
531,Natty,Winney,nwinneyeq@hao123.com,11/17/1998,China,3.52,8
532,Tabitha,Tatlowe,ttatloweer@cocolog-nifty.com,8/18/1927,Mayotte,3.17,8
533,Dorice,Scryne,dscrynees@ustream.tv,8/16/1977,China,1.5,9
534,Cammi,Blaylock,cblaylocket@marriott.com,1/31/1966,Afghanistan,2.1,4
535,Kellia,Basnett,kbasnetteu@wisc.edu,10/12/1959,Yemen,2.89,4
536,Ruperto,Thomasset,rthomassetev@paginegialle.it,6/7/1998,United States,1.7,8
537,Simone,Hatchett,shatchettew@printfriendly.com,4/24/1948,Chile,1.63,3
538,Caz,Medeway,cmedewayex@ezinearticles.com,2/28/1974,United Kingdom,2.42,4
539,Martino,Weetch,mweetchey@chicagotribune.com,1/8/1977,Iran,3.42,9
540,Edie,Sawkins,esawkinsez@blogger.com,2/2/1933,Indonesia,3.69,7
541,Celesta,Ramplee,crampleef0@telegraph.co.uk,8/11/1972,Indonesia,1.74,1
542,Mandel,Avrashin,mavrashinf1@google.co.uk,10/31/1962,Brazil,1.98,9
543,Rona,Spincks,rspincksf2@mac.com,8/26/1947,Panama,3.65,8
544,Bonnee,Olivetti,bolivettif3@squidoo.com,4/23/1968,Canada,3.71,8
545,Maggee,Andriuzzi,mandriuzzif4@friendfeed.com,12/14/1975,Indonesia,2.73,5
546,Peg,Cobain,pcobainf5@nps.gov,11/21/1986,Indonesia,2.22,5
547,Lester,Heikkinen,lheikkinenf6@cpanel.net,9/30/1996,Indonesia,3.95,1
548,Gualterio,Grace,ggracef7@toplist.cz,5/30/1937,Indonesia,2.07,3
549,Wilburt,Schneidau,wschneidauf8@springer.com,7/25/1959,China,1.6,11
550,Isabelle,Ipsley,iipsleyf9@goodreads.com,5/12/1967,Indonesia,3.03,3
551,Goldy,Burgiss,gburgissfa@yandex.ru,12/25/1973,China,2.86,3
552,Matteo,Tyres,mtyresfb@jugem.jp,6/22/1994,China,3.85,12
553,Lothaire,Rapinett,lrapinettfc@altervista.org,10/2/1921,Central African Republic,2.45,6
554,Danny,Lambregts,dlambregtsfd@bloglines.com,11/1/1945,South Korea,1.54,9
555,Florida,Joutapavicius,fjoutapaviciusfe@wunderground.com,8/20/1937,China,3.45,7
556,Justin,Adamo,jadamoff@shinystat.com,12/20/1942,China,3.89,10
557,Gabriella,Mc Pake,gmcpakefg@webnode.com,6/29/1935,Ireland,1.92,5
558,Lancelot,Kik,lkikfh@virginia.edu,10/19/1940,Honduras,2.19,9
559,Kassia,McMurrugh,kmcmurrughfi@jimdo.com,7/17/1946,Philippines,1.89,12
560,Pennie,Mallebone,pmallebonefj@1und1.de,1/22/1978,China,2.53,4
561,Peterus,Pover,ppoverfk@google.com.br,4/29/1986,Poland,3.7,8
562,Adara,Wiseman,awisemanfl@google.de,2/3/1926,Cyprus,2.09,6
563,Eal,Vagges,evaggesfm@hao123.com,10/28/1923,Dominican Republic,1.9,1
564,Faythe,Haggart,fhaggartfn@privacy.gov.au,7/26/1927,Brazil,3.4,5
565,Mabel,Fusco,mfuscofo@meetup.com,3/28/1988,Sweden,2.31,2
566,Vinny,Vickers,vvickersfp@posterous.com,10/12/1934,Honduras,1.62,3
567,Berry,Braxton,bbraxtonfq@ovh.net,10/3/1960,France,3.41,12
568,Anya,Jozaitis,ajozaitisfr@washingtonpost.com,2/25/1951,Poland,2.13,7
569,Noni,Helian,nhelianfs@jiathis.com,4/6/1927,Ukraine,2.21,4
570,Grover,O'Hederscoll,gohederscollft@usnews.com,11/8/1947,China,1.88,8
571,Heath,MacAlpyne,hmacalpynefu@taobao.com,5/10/1957,Guatemala,3.61,10
572,Pail,Jakubski,pjakubskifv@cisco.com,2/25/1947,China,2.37,10
573,Nikki,McBrier,nmcbrierfw@artisteer.com,4/21/1928,Poland,2.78,9
574,Chev,Fussey,cfusseyfx@wufoo.com,10/9/1944,Indonesia,1.67,10
575,Alvin,Defrain,adefrainfy@issuu.com,9/1/1952,Philippines,2.52,11
576,Dael,Simonutti,dsimonuttifz@examiner.com,1/21/1937,Germany,3.01,11
577,Hanny,Darrington,hdarringtong0@123-reg.co.uk,8/21/1971,China,2.47,12
578,Faulkner,Paten,fpateng1@intel.com,3/25/1927,Indonesia,3.77,8
579,Moria,Boeck,mboeckg2@yellowbook.com,10/16/1939,Indonesia,2.2,4
580,Mallory,Joscelin,mjosceling3@soundcloud.com,12/2/1931,Japan,2.74,12
581,Cacilia,Antonowicz,cantonowiczg4@t.co,6/7/1926,Philippines,1.96,2
582,Panchito,Kunrad,pkunradg5@sogou.com,12/29/1985,Indonesia,3.49,5
583,Heloise,Dunsford,hdunsfordg6@unc.edu,8/30/1964,China,1.66,2
584,Dillon,Farrah,dfarrahg7@msu.edu,1/15/1942,El Salvador,1.66,1
585,Matthew,Beaufoy,mbeaufoyg8@ucsd.edu,5/15/1939,Russia,2.21,10
586,Arlana,Fredson,afredsong9@youtube.com,12/18/1994,Poland,2.16,10
587,Verna,Jurries,vjurriesga@meetup.com,1/13/1951,Russia,2.47,11
588,Consuelo,Dooher,cdoohergb@utexas.edu,9/2/1973,Sri Lanka,2.12,10
589,Ekaterina,Goade,egoadegc@trellian.com,12/25/1966,Portugal,3.04,10
590,Melosa,Dreinan,mdreinangd@acquirethisname.com,4/15/1967,China,1.64,5
591,Vittoria,Bruff,vbruffge@comcast.net,9/4/1978,Russia,3.12,3
592,Ruthie,Mabbe,rmabbegf@drupal.org,5/14/1968,Brazil,2.07,4
593,Kali,Gieraths,kgierathsgg@vk.com,2/27/1986,Armenia,2.59,5
594,Dunstan,Marvelley,dmarvelleygh@zdnet.com,5/29/1955,Mongolia,3.77,2
595,Gavin,Gabb,ggabbgi@gnu.org,11/22/1999,Haiti,3.69,4
596,Fayina,Wagenen,fwagenengj@huffingtonpost.com,2/1/1965,Philippines,1.84,1
597,Penny,Wagge,pwaggegk@imageshack.us,6/29/1961,China,2.02,7
598,Jacki,Paxforde,jpaxfordegl@biglobe.ne.jp,3/23/1976,Portugal,2.73,4
599,Bunny,Yedall,byedallgm@blogs.com,2/14/1930,Indonesia,3.85,3
600,Dionis,Anglim,danglimgn@hibu.com,10/18/1994,Tanzania,3.27,11
601,Caty,Agirre,cagirrego@jalbum.net,12/21/1973,Moldova,3.28,2
602,Mercedes,Yatman,myatmangp@vkontakte.ru,4/17/1975,Russia,3.37,2
603,Brandea,Fosdick,bfosdickgq@china.com.cn,4/8/1959,Panama,3.49,1
604,Griswold,Grewar,ggrewargr@joomla.org,7/7/1983,Latvia,3.67,1
605,Lucius,Pury,lpurygs@dailymotion.com,9/27/1952,Canada,2.42,8
606,Fin,Jakoub,fjakoubgt@chron.com,4/22/1960,Brazil,2.97,12
607,Hermione,Puddefoot,hpuddefootgu@stanford.edu,10/2/1972,Indonesia,2.52,7
608,Gilli,Clampe,gclampegv@mapy.cz,1/9/1973,Argentina,2.15,11
609,Hilary,Valenta,hvalentagw@slate.com,8/13/1950,Brazil,3.3,3
610,Rafe,Rudolph,rrudolphgx@amazon.de,4/24/1996,Philippines,3.65,10
611,Johnath,Landrick,jlandrickgy@hc360.com,9/16/1957,France,2.06,8
612,Cobb,Ballston,cballstongz@lycos.com,4/26/1977,Russia,3.42,9
613,Jenn,Potkins,jpotkinsh0@slashdot.org,1/12/1984,Luxembourg,1.96,4
614,Boigie,Milton-White,bmiltonwhiteh1@canalblog.com,12/13/1954,Bahrain,3.92,5
615,Marquita,Feckey,mfeckeyh2@cbc.ca,10/17/1983,United States,2.72,2
616,Harmony,Chamberlaine,hchamberlaineh3@pagesperso-orange.fr,12/11/1934,Indonesia,1.87,10
617,Wilden,Bohden,wbohdenh4@weather.com,5/3/1921,Brazil,1.91,3
618,Diane,Barcroft,dbarcrofth5@rediff.com,1/25/1983,Indonesia,1.97,3
619,Elisabeth,Songest,esongesth6@trellian.com,11/1/1926,Poland,2.78,8
620,Gertrud,Butting,gbuttingh7@si.edu,1/3/1941,China,2.14,8
621,Esta,Paulack,epaulackh8@photobucket.com,9/9/1930,China,3.62,5
622,Wadsworth,Josselsohn,wjosselsohnh9@icio.us,4/14/1930,Ukraine,2.65,7
623,Lyon,Derricoat,lderricoatha@1688.com,4/13/1927,Brazil,3.36,12
624,Dusty,Mc Combe,dmccombehb@freewebs.com,5/12/1993,Indonesia,3.97,7
625,Teodoor,Faldoe,tfaldoehc@tamu.edu,10/11/1965,Indonesia,3.16,9
626,Sonny,Stait,sstaithd@friendfeed.com,7/21/1982,Venezuela,2.65,4
627,Barnabe,Keel,bkeelhe@sfgate.com,7/12/1979,Dominican Republic,2.68,5
628,Nicholas,Ondra,nondrahf@paypal.com,10/25/1963,China,3.87,12
629,Alwyn,Kunath,akunathhg@cnet.com,2/16/1989,Iran,3.77,7
630,Lorry,Pote,lpotehh@mtv.com,3/13/1939,Russia,3.64,1
631,Gracie,Rime,grimehi@hexun.com,7/4/1924,Italy,3.95,11
632,Powell,Barrass,pbarrasshj@samsung.com,6/13/1973,Equatorial Guinea,2.61,8
633,Myles,Ochterlony,mochterlonyhk@chicagotribune.com,7/12/1939,Mali,2.52,6
634,Murry,Baines,mbaineshl@alibaba.com,7/17/1987,Canada,3.4,8
635,Sapphire,Burwin,sburwinhm@phpbb.com,8/5/1983,France,3.57,8
636,Bette-ann,Sotworth,bsotworthhn@oracle.com,9/15/1925,Denmark,2.71,9
637,Jacinthe,Jocelyn,jjocelynho@jugem.jp,2/18/1996,Russia,2.95,9
638,Greg,Hindshaw,ghindshawhp@wufoo.com,8/20/1947,Croatia,2.12,11
